stage;year;date;distance;origin;destination;type;winner;winner_country;origin_country;origin_lat;origin_lon;destination_country;destination_lat;destination_lon
3;1938;7/07/1938;238;Saint-Brieuc;Nantes;Plain stage;Gerrit Schulte;NED;France;48.5124561;-2.7678727;France;47.218371;-1.553621
4a;1938;8/07/1938;62;Nantes;La Roche-sur-Yon;Plain stage;Éloi Meulenberg;BEL;France;47.218371;-1.553621;France;46.6714317;-1.4180749
4b;1938;8/07/1938;83;La Roche-sur-Yon;La Rochelle;Plain stage;Éloi Meulenberg;BEL;France;46.6714317;-1.4180749;France;46.160329;-1.151139
4c;1938;8/07/1938;83;La Rochelle;Royan;Plain stage;Félicien Vervaecke;BEL;France;46.160329;-1.151139;France;45.6241788;-1.0450207
5;1938;10/07/1938;198;Royan;Bordeaux;Plain stage;Éloi Meulenberg;BEL;France;45.6241788;-1.0450207;France;44.8416106;-0.5810938
6a;1938;11/07/1938;53;Bordeaux;Arcachon;Plain stage;Jules Rossi;ITA;France;44.8416106;-0.5810938;France;44.652297;-1.1785016
6b;1938;11/07/1938;171;Arcachon;Bayonne;Plain stage;Glauco Servadei;ITA;France;44.652297;-1.1785016;France;43.4933798;-1.4757394
7;1938;12/07/1938;115;Bayonne;Pau;Plain stage;Theo Middelkamp;NED;France;43.4933798;-1.4757394;France;43.2951;-0.370797
8;1938;14/07/1938;193;Pau;Luchon;Stage with mountain(s);Félicien Vervaecke;BEL;France;43.2951;-0.370797;France;42.7902866;0.5915425
9;1938;16/07/1938;260;Luchon;Perpignan;Stage with mountain(s);Jean Fréchaut;FRA;France;42.7902866;0.5915425;France;42.6874874;2.9006474
10a;1938;17/07/1938;63;Perpignan;Narbonne;Plain stage;Antoon van Schendel;NED;France;42.6874874;2.9006474;France;43.184277;3.003078
10b;1938;17/07/1938;27;Narbonne;Béziers;Individual time trial;Félicien Vervaecke;BEL;France;43.184277;3.003078;France;43.344233;3.215795
10c;1938;17/07/1938;73;Béziers;Montpellier;Plain stage;Antonin Magne;FRA;France;43.344233;3.215795;France;43.6108535;3.8761323
11;1938;18/07/1938;223;Montpellier;Marseille;Plain stage;Gino Bartali;ITA;France;43.6108535;3.8761323;France;43.3025742;5.3690743
12;1938;19/07/1938;199;Marseille;Cannes;Plain stage;Jean Fréchaut;FRA;France;43.3025742;5.3690743;France;43.5539499;7.0170217
13;1938;21/07/1938;284;Cannes;Digne;Stage with mountain(s);Dante Gianello;FRA;France;43.5539499;7.0170217;France;44.09108;6.2315062
14;1938;22/07/1938;219;Digne;Briançon;Stage with mountain(s);Gino Bartali;ITA;France;44.09108;6.2315062;France;44.899416;6.643179
15;1938;23/07/1938;311;Briançon;Aix-les-Bains;Stage with mountain(s);Marcel Kint;BEL;France;44.899416;6.643179;France;45.692341;5.908998
16;1938;25/07/1938;284;Aix-les-Bains;Besançon;Stage with mountain(s);Marcel Kint;BEL;France;45.692341;5.908998;France;47.237829;6.0240539
17a;1938;26/07/1938;89;Besançon;Belfort;Plain stage;Émile Masson Jr.;BEL;France;47.237829;6.0240539;France;47.639674;6.863849
17b;1938;26/07/1938;143;Belfort;Strasbourg;Plain stage;Jean Fréchaut;FRA;France;47.639674;6.863849;France;48.5734053;7.7521113
18;1938;27/07/1938;186;Strasbourg;Metz;Plain stage;Marcel Kint;BEL;France;48.5734053;7.7521113;France;49.1178601;6.1760223
19;1938;28/07/1938;196;Metz;Reims;Plain stage;Fabien Galateau;FRA;France;49.1178601;6.1760223;France;49.258329;4.031696
20a;1938;30/07/1938;48;Reims;Laon;Plain stage;Glauco Servadei;ITA;France;49.258329;4.031696;France;49.564133;3.61989
20b;1938;30/07/1938;42;Laon;Saint-Quentin;Individual time trial;Félicien Vervaecke;BEL;France;49.564133;3.61989;France;49.847066;3.2874
20c;1938;30/07/1938;107;Saint-Quentin;Lille;Plain stage;François Neuville;BEL;France;49.847066;3.2874;France;50.624378;3.0678588
21;1938;31/07/1938;279;Lille;Paris;Plain stage;Antonin Magne André Leducq[n 2];"c(""FRA"", ""FRA"")";France;50.624378;3.0678588;France;48.8575475;2.3513765
1;1937;30/06/1937;263;Paris;Lille;Plain stage;Jean Majerus;LUX;France;48.8575475;2.3513765;France;50.624378;3.0678588
2;1937;1/07/1937;192;Lille;"	Charleville-Mézières";Plain stage;Maurice Archambaud;FRA;France;50.624378;3.0678588;France;49.762085;4.726096
3;1937;2/07/1937;161;"	Charleville-Mézières";Metz;Plain stage;Walter Generati;ITA;France;49.762085;4.726096;France;49.1178601;6.1760223
4;1937;3/07/1937;220;Metz;Belfort;Stage with mountain(s);Erich Bautz;GER;France;49.1178601;6.1760223;France;47.639674;6.863849
5a;1937;4/07/1937;175;Belfort;Lons-le-Saunier;Plain stage;Henri Puppo;FRA;France;47.639674;6.863849;France;46.671361;5.550796
5b;1937;4/07/1937;34;Lons-le-Saunier;Champagnole;Team time trial;Sylvère Maes;BEL;France;46.671361;5.550796;France;46.746091;5.905725
5c;1937;4/07/1937;93;Champagnole;Geneva;Plain stage;Leo Amberg;SUI;France;46.746091;5.905725;Switzerland;46.2043907;6.1431577
6;1937;6/07/1937;180;Geneva;Aix-les-Bains;Stage with mountain(s);Gustaaf Deloor;BEL;Switzerland;46.2043907;6.1431577;France;45.692341;5.908998
7;1937;7/07/1937;228;Aix-les-Bains;Grenoble;Stage with mountain(s);Gino Bartali;ITA;France;45.692341;5.908998;France;45.188529;5.724524
8;1937;8/07/1937;194;Grenoble;Briançon;Stage with mountain(s);Otto Weckerling;GER;France;45.188529;5.724524;France;44.899416;6.643179
9;1937;9/07/1937;220;Briançon;Digne;Stage with mountain(s);Roger Lapébie;FRA;France;44.899416;6.643179;France;44.09108;6.2315062
10;1937;11/07/1937;251;Digne;Nice;Stage with mountain(s);Félicien Vervaecke;BEL;France;44.09108;6.2315062;France;43.7101728;7.2619532
11a;1937;13/07/1937;169;Nice;Toulon;Plain stage;Eloi Meulenberg;BEL;France;43.7101728;7.2619532;France;43.1256814;5.9284944
11b;1937;13/07/1937;65;Toulon;Marseille;Team time trial;Gustaaf Danneels;BEL;France;43.1256814;5.9284944;France;43.3025742;5.3690743
12a;1937;14/07/1937;112;Marseille;Nîmes;Plain stage;Alphonse Antoine;FRA;France;43.3025742;5.3690743;France;43.8338727;4.3599997
12b;1937;14/07/1937;51;Nîmes;Montpellier;Plain stage;René Pedroli;SUI;France;43.8338727;4.3599997;France;43.6108535;3.8761323
13a;1937;15/07/1937;103;Montpellier;Narbonne;Plain stage;Francesco Camusso;ITA;France;43.6108535;3.8761323;France;43.184277;3.003078
13b;1937;15/07/1937;63;Narbonne;Perpignan;Plain stage;Eloi Meulenberg;BEL;France;43.184277;3.003078;France;42.6874874;2.9006474
14a;1937;17/07/1937;99;Perpignan;Bourg-Madame;Plain stage;Eloi Meulenberg;BEL;France;42.6874874;2.9006474;France;42.434397;1.944595
14b;1937;17/07/1937;59;Bourg-Madame;Ax-les-Thermes;Stage with mountain(s);Mariano Canardo;ESP;France;42.434397;1.944595;France;42.7203191;1.8396196
14c;1937;17/07/1937;167;Ax-les-Thermes;Luchon;Stage with mountain(s);Eloi Meulenberg;BEL;France;42.7203191;1.8396196;France;42.7902866;0.5915425
15;1937;19/07/1937;194;Luchon;Pau;Stage with mountain(s);Julian Berrendero;ESP;France;42.7902866;0.5915425;France;43.2951;-0.370797
16;1937;21/07/1937;235;Pau;Bordeaux;Plain stage;Paul Chocque;FRA;France;43.2951;-0.370797;France;44.8416106;-0.5810938
17a;1937;22/07/1937;123;Bordeaux;Royan;Plain stage;Erich Bautz;GER;France;44.8416106;-0.5810938;France;45.6241788;-1.0450207
17b;1937;22/07/1937;37;Royan;Saintes;Plain stage;Adolph Braeckeveldt Heinz Wengler[n 3];"c(""BEL"", ""GER"")";France;45.6241788;-1.0450207;France;45.7474014;-0.6371417
17c;1937;22/07/1937;67;Saintes;La Rochelle;Plain stage;Roger Lapébie;FRA;France;45.7474014;-0.6371417;France;46.160329;-1.151139
18a;1937;23/07/1937;82;La Rochelle;La Roche-sur-Yon;Team time trial;Roger Lapébie;FRA;France;46.160329;-1.151139;France;46.6714317;-1.4180749
18b;1937;23/07/1937;172;La Roche-sur-Yon;Rennes;Plain stage;Paul Chocque;FRA;France;46.6714317;-1.4180749;France;48.117266;-1.6777926
19a;1937;24/07/1937;114;Rennes;Vire;Plain stage;Raymond Passat;FRA;France;48.117266;-1.6777926;France;48.837781;-0.888482
19b;1937;24/07/1937;59;Vire;Caen;Individual time trial;Leo Amberg;SUI;France;48.837781;-0.888482;France;49.1820662;-0.3708324
20;1937;25/07/1937;234;Caen;Paris;Plain stage;Edward Vissers;BEL;France;49.1820662;-0.3708324;France;48.8575475;2.3513765
1;1936;7/07/1936;258;Paris;Lille;Plain stage;Paul Egli;SUI;France;48.8575475;2.3513765;France;50.624378;3.0678588
2;1936;8/07/1936;192;Lille;"	Charleville-Mézières";Plain stage;Robert Wierinckx;BEL;France;50.624378;3.0678588;France;49.762085;4.726096
3;1936;9/07/1936;161;"	Charleville-Mézières";Metz;Plain stage;Mathias Clemens;LUX;France;49.762085;4.726096;France;49.1178601;6.1760223
4;1936;10/07/1936;220;Metz;Belfort;Stage with mountain(s);Maurice Archambaud;FRA;France;49.1178601;6.1760223;France;47.639674;6.863849
5;1936;11/07/1936;298;Belfort;Évian-les-Bains;Plain stage;René Le Grèves;FRA;France;47.639674;6.863849;France;46.401488;6.590949
6;1936;13/07/1936;212;Évian-les-Bains;Aix-les-Bains;Stage with mountain(s);Éloi Meulenberg;BEL;France;46.401488;6.590949;France;45.692341;5.908998
7;1936;14/07/1936;230;Aix-les-Bains;Grenoble;Stage with mountain(s);Theo Middelkamp;NED;France;45.692341;5.908998;France;45.188529;5.724524
8;1936;15/07/1936;194;Grenoble;Briançon;Stage with mountain(s);Jean-Marie Goasmat;FRA;France;45.188529;5.724524;France;44.899416;6.643179
9;1936;16/07/1936;220;Briançon;Digne;Stage with mountain(s);Léon Level;FRA;France;44.899416;6.643179;France;44.09108;6.2315062
10;1936;18/07/1936;156;Digne;Nice;Plain stage;Paul Maye;FRA;France;44.09108;6.2315062;France;43.7101728;7.2619532
11;1936;19/07/1936;126;Nice;Cannes;Stage with mountain(s);Federico Ezquerra;ESP;France;43.7101728;7.2619532;France;43.5539499;7.0170217
12;1936;21/07/1936;195;Cannes;Marseille;Plain stage;René Le Grevès;FRA;France;43.5539499;7.0170217;France;43.3025742;5.3690743
13a;1936;22/07/1936;112;Marseille;Nîmes;Plain stage;René Le Grevès;FRA;France;43.3025742;5.3690743;France;43.8338727;4.3599997
13b;1936;22/07/1936;52;Nîmes;Montpellier;Individual time trial;Sylvère Maes;BEL;France;43.8338727;4.3599997;France;43.6108535;3.8761323
14a;1936;23/07/1936;103;Montpellier;Narbonne;Plain stage;René Le Grevès;FRA;France;43.6108535;3.8761323;France;43.184277;3.003078
14b;1936;23/07/1936;63;Narbonne;Perpignan;Individual time trial;Sylvère Maes;BEL;France;43.184277;3.003078;France;42.6874874;2.9006474
15;1936;25/07/1936;325;Perpignan;Luchon;Stage with mountain(s);Sauveur Ducazeaux;FRA;France;42.6874874;2.9006474;France;42.7902866;0.5915425
16;1936;27/07/1936;194;Luchon;Pau;Stage with mountain(s);Sylvère Maes;BEL;France;42.7902866;0.5915425;France;43.2951;-0.370797
17;1936;29/07/1936;229;Pau;Bordeaux;Plain stage;René Le Grevès;FRA;France;43.2951;-0.370797;France;44.8416106;-0.5810938
18a;1936;30/07/1936;117;Bordeaux;Saintes;Plain stage;Éloi Meulenberg;BEL;France;44.8416106;-0.5810938;France;45.7474014;-0.6371417
18b;1936;30/07/1936;75;Saintes;La Rochelle;Individual time trial;Sylvère Maes;BEL;France;45.7474014;-0.6371417;France;46.160329;-1.151139
19a;1936;31/07/1936;81;La Rochelle;La Roche-sur-Yon;Plain stage;Marcel Kint;BEL;France;46.160329;-1.151139;France;46.6714317;-1.4180749
19b;1936;31/07/1936;65;La Roche-sur-Yon;Cholet;Individual time trial;Félicien Vervaecke;BEL;France;46.6714317;-1.4180749;France;47.0597412;-0.8801126
19c;1936;31/07/1936;67;Cholet;Angers;Plain stage;Paul Maye;FRA;France;47.0597412;-0.8801126;France;47.4711616;-0.5518257
20a;1936;1/08/1936;204;Angers;Vire;Plain stage;René Le Grevès;FRA;France;47.4711616;-0.5518257;France;48.837781;-0.888482
20b;1936;1/08/1936;55;Vire;Caen;Individual time trial;Antonin Magne;FRA;France;48.837781;-0.888482;France;49.1820662;-0.3708324
21;1936;2/08/1936;234;Caen;Paris;Plain stage;Arsène Mersch;LUX;France;49.1820662;-0.3708324;France;48.8575475;2.3513765
1;1935;4/07/1935;262;Paris;Lille;Plain stage;Romain Maes;BEL;France;48.8575475;2.3513765;France;50.624378;3.0678588
2;1935;5/07/1935;192;Lille;"	Charleville-Mézières";Plain stage;Charles Pélissier;FRA;France;50.624378;3.0678588;France;49.762085;4.726096
3;1935;6/07/1935;161;"	Charleville-Mézières";Metz;Plain stage;Rafaele di Paco;ITA;France;49.762085;4.726096;France;49.1178601;6.1760223
4;1935;7/07/1935;220;Metz;Belfort;Stage with mountain(s);Jean Aerts;BEL;France;49.1178601;6.1760223;France;47.639674;6.863849
5a;1935;8/07/1935;262;Belfort;Geneva;Plain stage;Maurice Archambaud;FRA;France;47.639674;6.863849;Switzerland;46.2043907;6.1431577
5b;1935;8/07/1935;58;Geneva;Evian;Individual time trial;Rafaele di Paco;ITA;Switzerland;46.2043907;6.1431577;France;46.401488;6.590949
6;1935;10/07/1935;207;Evian;Aix-les-Bains;Stage with mountain(s);René Vietto;FRA;France;46.401488;6.590949;France;45.692341;5.908998
7;1935;11/07/1935;229;Aix-les-Bains;Grenoble;Stage with mountain(s);Francesco Camusso;ITA;France;45.692341;5.908998;France;45.188529;5.724524
8;1935;12/07/1935;102;Grenoble;Gap;Stage with mountain(s);Jean Aerts;BEL;France;45.188529;5.724524;France;44.559638;6.079758
9;1935;13/07/1935;227;Gap;Digne;Stage with mountain(s);René Vietto;FRA;France;44.559638;6.079758;France;44.09108;6.2315062
10;1935;14/07/1935;156;Digne;Nice;Plain stage;Jean Aerts;BEL;France;44.09108;6.2315062;France;43.7101728;7.2619532
11;1935;16/07/1935;126;Nice;Cannes;Stage with mountain(s);Romain Maes;BEL;France;43.7101728;7.2619532;France;43.5539499;7.0170217
12;1935;17/07/1935;195;Cannes;Marseille;Plain stage;Charles Pélissier;FRA;France;43.5539499;7.0170217;France;43.3025742;5.3690743
13a;1935;18/07/1935;112;Marseille;Nîmes;Plain stage;Vasco Bergamaschi;ITA;France;43.3025742;5.3690743;France;43.8338727;4.3599997
13b;1935;18/07/1935;56;Nîmes;Montpellier;Individual time trial;Georges Speicher;FRA;France;43.8338727;4.3599997;France;43.6108535;3.8761323
14a;1935;19/07/1935;103;Montpellier;Narbonne;Plain stage;René Le Grevès;FRA;France;43.6108535;3.8761323;France;43.184277;3.003078
14b;1935;19/07/1935;63;Narbonne;Perpignan;Individual time trial;Maurice Archambaud;FRA;France;43.184277;3.003078;France;42.6874874;2.9006474
15;1935;20/07/1935;325;Perpignan;Luchon;Stage with mountain(s);Sylvère Maes;BEL;France;42.6874874;2.9006474;France;42.7902866;0.5915425
16;1935;22/07/1935;194;Luchon;Pau;Stage with mountain(s);Ambrogio Morelli;ITA;France;42.7902866;0.5915425;France;43.2951;-0.370797
17;1935;24/07/1935;224;Pau;Bordeaux;Plain stage;Julien Moineau;FRA;France;43.2951;-0.370797;France;44.8416106;-0.5810938
18a;1935;25/07/1935;158;Bordeaux;Rochefort;Plain stage;René Le Grevès;FRA;France;44.8416106;-0.5810938;France;45.9371788;-0.9620646
18b;1935;25/07/1935;33;Rochefort;La Rochelle;Individual time trial;André Leducq;FRA;France;45.9371788;-0.9620646;France;46.160329;-1.151139
19a;1935;26/07/1935;81;La Rochelle;La Roche-sur-Yon;Plain stage;René Le Grevès;FRA;France;46.160329;-1.151139;France;46.6714317;-1.4180749
19b;1935;26/07/1935;95;La Roche-sur-Yon;Nantes;Individual time trial;Jean Aerts;BEL;France;46.6714317;-1.4180749;France;47.218371;-1.553621
20a;1935;27/07/1935;220;Nantes;Vire;Plain stage;René Le Grevès;FRA;France;47.218371;-1.553621;France;48.837781;-0.888482
20b;1935;27/07/1935;55;Vire;Caen;Individual time trial;Ambrogio Morelli;ITA;France;48.837781;-0.888482;France;49.1820662;-0.3708324
21;1935;28/07/1935;221;Caen;Paris;Plain stage;Romain Maes;BEL;France;49.1820662;-0.3708324;France;48.8575475;2.3513765
1;1934;3/07/1934;262;Paris;Lille;Plain stage;Georges Speicher;FRA;France;48.8575475;2.3513765;France;50.624378;3.0678588
2;1934;4/07/1934;192;Lille;"	Charleville-Mézières";Plain stage;René Le Grevès;FRA;France;50.624378;3.0678588;France;49.762085;4.726096
3;1934;5/07/1934;161;"	Charleville-Mézières";Metz;Plain stage;Roger Lapébie;FRA;France;49.762085;4.726096;France;49.1178601;6.1760223
4;1934;6/07/1934;220;Metz;Belfort;Stage with mountain(s);Roger Lapébie;FRA;France;49.1178601;6.1760223;France;47.639674;6.863849
5;1934;7/07/1934;293;Belfort;Evian;Plain stage;René Le Grevès  Georges Speicher[n 2];"c(""FRA"", ""FRA"")";France;47.639674;6.863849;France;46.401488;6.590949
6;1934;9/07/1934;207;Evian;Aix-les-Bains;Stage with mountain(s);Georges Speicher;FRA;France;46.401488;6.590949;France;45.692341;5.908998
7;1934;10/07/1934;229;Aix-les-Bains;Grenoble;Stage with mountain(s);René Vietto;FRA;France;45.692341;5.908998;France;45.188529;5.724524
8;1934;11/07/1934;102;Grenoble;Gap;Stage with mountain(s);Giuseppe Martano;ITA;France;45.188529;5.724524;France;44.559638;6.079758
9;1934;12/07/1934;227;Gap;Digne;Stage with mountain(s);René Vietto;FRA;France;44.559638;6.079758;France;44.09108;6.2315062
10;1934;13/07/1934;156;Digne;Nice;Plain stage;René Le Grevès;FRA;France;44.09108;6.2315062;France;43.7101728;7.2619532
11;1934;15/07/1934;126;Nice;Cannes;Stage with mountain(s);René Vietto;FRA;France;43.7101728;7.2619532;France;43.5539499;7.0170217
12;1934;16/07/1934;195;Cannes;Marseille;Plain stage;Roger Lapébie;FRA;France;43.5539499;7.0170217;France;43.3025742;5.3690743
13;1934;17/07/1934;172;Marseille;Montpellier;Plain stage;Georges Speicher;FRA;France;43.3025742;5.3690743;France;43.6108535;3.8761323
14;1934;18/07/1934;177;Montpellier;Perpignan;Plain stage;Roger Lapébie;FRA;France;43.6108535;3.8761323;France;42.6874874;2.9006474
15;1934;20/07/1934;158;Perpignan;Ax-les-Thermes;Plain stage;Roger Lapébie;FRA;France;42.6874874;2.9006474;France;42.7203191;1.8396196
16;1934;21/07/1934;165;Ax-les-Thermes;Luchon;Stage with mountain(s);Adriano Vignoli;ITA;France;42.7203191;1.8396196;France;42.7902866;0.5915425
17;1934;22/07/1934;91;Luchon;Tarbes;Stage with mountain(s);Antonin Magne;FRA;France;42.7902866;0.5915425;France;43.232951;0.078082
18;1934;23/07/1934;172;Tarbes;Pau;Stage with mountain(s);René Vietto;FRA;France;43.232951;0.078082;France;43.2951;-0.370797
19;1934;25/07/1934;215;Pau;Bordeaux;Plain stage;Ettore Meini;ITA;France;43.2951;-0.370797;France;44.8416106;-0.5810938
20;1934;26/07/1934;183;Bordeaux;La Rochelle;Plain stage;Georges Speicher;FRA;France;44.8416106;-0.5810938;France;46.160329;-1.151139
21a;1934;27/07/1934;81;La Rochelle;La Roche-sur-Yon;Plain stage;René Le Grevès;FRA;France;46.160329;-1.151139;France;46.6714317;-1.4180749
21b;1934;27/07/1934;90;La Roche-sur-Yon;Nantes;Individual time trial;Antonin Magne;FRA;France;46.6714317;-1.4180749;France;47.218371;-1.553621
22;1934;28/07/1934;275;Nantes;Caen;Plain stage;Raymond Louviot;FRA;France;47.218371;-1.553621;France;49.1820662;-0.3708324
23;1934;29/07/1934;221;Caen;Paris;Plain stage;Sylvère Maes;BEL;France;49.1820662;-0.3708324;France;48.8575475;2.3513765
1;1933;27/06/1933;262;Paris;Lille;Plain stage;Maurice Archambaud;FRA;France;48.8575475;2.3513765;France;50.624378;3.0678588
2;1933;28/06/1933;192;Lille;"	Charleville-Mézières";Plain stage;Learco Guerra;ITA;France;50.624378;3.0678588;France;49.762085;4.726096
3;1933;29/06/1933;166;"	Charleville-Mézières";Metz;Plain stage;Alfons Schepers;BEL;France;49.762085;4.726096;France;49.1178601;6.1760223
4;1933;30/06/1933;220;Metz;Belfort;Stage with mountain(s);Jean Aerts;BEL;France;49.1178601;6.1760223;France;47.639674;6.863849
5;1933;1/07/1933;293;Belfort;Evian;Stage with mountain(s);Léon Louyet;BEL;France;47.639674;6.863849;France;46.401488;6.590949
6;1933;3/07/1933;207;Evian;Aix-les-Bains;Stage with mountain(s);Learco Guerra;ITA;France;46.401488;6.590949;France;45.692341;5.908998
7;1933;4/07/1933;229;Aix-les-Bains;Grenoble;Stage with mountain(s);Learco Guerra;ITA;France;45.692341;5.908998;France;45.188529;5.724524
8;1933;5/07/1933;102;Grenoble;Gap;Stage with mountain(s);Georges Speicher;FRA;France;45.188529;5.724524;France;44.559638;6.079758
9;1933;6/07/1933;227;Gap;Digne;Stage with mountain(s);Georges Speicher;FRA;France;44.559638;6.079758;France;44.09108;6.2315062
10;1933;7/07/1933;156;Digne;Nice;Plain stage;Fernand Cornez;FRA;France;44.09108;6.2315062;France;43.7101728;7.2619532
11;1933;9/07/1933;128;Nice;Cannes;Stage with mountain(s);Maurice Archambaud;FRA;France;43.7101728;7.2619532;France;43.5539499;7.0170217
12;1933;10/07/1933;208;Cannes;Marseille;Plain stage;Georges Speicher;FRA;France;43.5539499;7.0170217;France;43.3025742;5.3690743
13;1933;11/07/1933;168;Marseille;Montpellier;Plain stage;André Leducq;FRA;France;43.3025742;5.3690743;France;43.6108535;3.8761323
14;1933;12/07/1933;166;Montpellier;Perpignan;Plain stage;André Leducq;FRA;France;43.6108535;3.8761323;France;42.6874874;2.9006474
15;1933;14/07/1933;158;Perpignan;Ax-les-Thermes;Stage with mountain(s);Jean Aerts;BEL;France;42.6874874;2.9006474;France;42.7203191;1.8396196
16;1933;15/07/1933;165;Ax-les-Thermes;Luchon;Stage with mountain(s);Léon Louyet;BEL;France;42.7203191;1.8396196;France;42.7902866;0.5915425
17;1933;16/07/1933;91;Luchon;Tarbes;Stage with mountain(s);Jean Aerts;BEL;France;42.7902866;0.5915425;France;43.232951;0.078082
18;1933;17/07/1933;185;Tarbes;Pau;Stage with mountain(s);Learco Guerra;ITA;France;43.232951;0.078082;France;43.2951;-0.370797
19;1933;19/07/1933;233;Pau;Bordeaux;Plain stage;Jean Aerts;BEL;France;43.2951;-0.370797;France;44.8416106;-0.5810938
20;1933;20/07/1933;183;Bordeaux;La Rochelle;Plain stage;Jean Aerts;BEL;France;44.8416106;-0.5810938;France;46.160329;-1.151139
21;1933;21/07/1933;266;La Rochelle;Rennes;Plain stage;Jean Aerts;BEL;France;46.160329;-1.151139;France;48.117266;-1.6777926
22;1933;22/07/1933;169;Rennes;Caen;Plain stage;René Le Grevès;FRA;France;48.117266;-1.6777926;France;49.1820662;-0.3708324
23;1933;23/07/1933;222;Caen;Paris;Plain stage;Learco Guerra;ITA;France;49.1820662;-0.3708324;France;48.8575475;2.3513765
1;1932;6/07/1932;208;Paris;Caen;Plain stage;Jean Aerts;BEL;France;48.8575475;2.3513765;France;49.1820662;-0.3708324
2;1932;7/07/1932;300;Caen;Nantes;Plain stage;Kurt Stöpel;GER;France;49.1820662;-0.3708324;France;47.218371;-1.553621
3;1932;9/07/1932;387;Nantes;Bordeaux;Plain stage;André Leducq;FRA;France;47.218371;-1.553621;France;44.8416106;-0.5810938
4;1932;11/07/1932;206;Bordeaux;Pau;Plain stage;Georges Ronsse;BEL;France;44.8416106;-0.5810938;France;43.2951;-0.370797
5;1932;12/07/1932;229;Pau;Luchon;Stage with mountain(s);Antonio Pesenti;ITA;France;43.2951;-0.370797;France;42.7902866;0.5915425
6;1932;14/07/1932;322;Luchon;Perpignan;Stage with mountain(s);Frans Bonduel;BEL;France;42.7902866;0.5915425;France;42.6874874;2.9006474
7;1932;16/07/1932;168;Perpignan;Montpellier;Plain stage;Frans Bonduel;BEL;France;42.6874874;2.9006474;France;43.6108535;3.8761323
8;1932;17/07/1932;206;Montpellier;Marseille;Plain stage;Michele Orecchia;ITA;France;43.6108535;3.8761323;France;43.3025742;5.3690743
9;1932;18/07/1932;191;Marseille;Cannes;Plain stage;Rafaele di Paco;ITA;France;43.3025742;5.3690743;France;43.5539499;7.0170217
10;1932;19/07/1932;132;Cannes;Nice;Stage with mountain(s);Francesco Camusso;ITA;France;43.5539499;7.0170217;France;43.7101728;7.2619532
11;1932;21/07/1932;233;Nice;Gap;Stage with mountain(s);André Leducq;FRA;France;43.7101728;7.2619532;France;44.559638;6.079758
12;1932;22/07/1932;102;Gap;Grenoble;Stage with mountain(s);Roger Lapébie;FRA;France;44.559638;6.079758;France;45.188529;5.724524
13;1932;23/07/1932;230;Grenoble;Aix-les-Bains;Stage with mountain(s);André Leducq;FRA;France;45.188529;5.724524;France;45.692341;5.908998
14;1932;24/07/1932;204;Aix-les-Bains;Evian;Stage with mountain(s);Rafaele di Paco;ITA;France;45.692341;5.908998;France;46.401488;6.590949
15;1932;25/07/1932;291;Evian;Belfort;Stage with mountain(s);André Leducq;FRA;France;46.401488;6.590949;France;47.639674;6.863849
16;1932;26/07/1932;145;Belfort;Strasbourg;Plain stage;Gérard Loncke;BEL;France;47.639674;6.863849;France;48.5734053;7.7521113
17;1932;27/07/1932;165;Strasbourg;Metz;Plain stage;Rafaele di Paco;ITA;France;48.5734053;7.7521113;France;49.1178601;6.1760223
18;1932;28/07/1932;159;Metz;"	Charleville-Mézières";Plain stage;Rafaele di Paco;ITA;France;49.1178601;6.1760223;France;49.762085;4.726096
19;1932;29/07/1932;271;"	Charleville-Mézières";Malo-les-Bains;Plain stage;Gaston Rebry;BEL;France;49.762085;4.726096;France;51.048679;2.401069
20;1932;30/07/1932;212;Malo-les-Bains;Amiens;Plain stage;André Leducq;FRA;France;51.048679;2.401069;France;49.894067;2.295753
21;1932;31/07/1932;159;Amiens;Paris;Plain stage;André Leducq;FRA;France;49.894067;2.295753;France;48.8575475;2.3513765
1;1931;30/06/1931;208;Paris;Caen;Plain stage;Alfred Haemerlinck;BEL;France;48.8575475;2.3513765;France;49.1820662;-0.3708324
2;1931;1/07/1931;212;Caen;Dinan;Plain stage;Max Bulla;AUT;France;49.1820662;-0.3708324;France;48.454366;-2.047327
3;1931;2/07/1931;206;Dinan;Brest;Plain stage;Fabio Battesini;ITA;France;48.454366;-2.047327;France;48.3899275;-4.4855959
4;1931;3/07/1931;211;Brest;Vannes;Plain stage;André Godinat;FRA;France;48.3899275;-4.4855959;France;47.6586166;-2.7599022
5;1931;4/07/1931;202;Vannes;Les Sables-d'Olonne;Plain stage;Charles Pélissier;FRA;France;47.6586166;-2.7599022;France;46.5011991;-1.7781025
6;1931;5/07/1931;338;Les Sables-d'Olonne;Bordeaux;Plain stage;Alfred Haemerlinck;BEL;France;46.5011991;-1.7781025;France;44.8416106;-0.5810938
7;1931;6/07/1931;180;Bordeaux;Bayonne;Plain stage;Gérard Loncke;BEL;France;44.8416106;-0.5810938;France;43.4933798;-1.4757394
8;1931;7/07/1931;106;Bayonne;Pau;Plain stage;Charles Pélissier;FRA;France;43.4933798;-1.4757394;France;43.2951;-0.370797
9;1931;8/07/1931;231;Pau;Luchon;Stage with mountain(s);Antonin Magne;FRA;France;43.2951;-0.370797;France;42.7902866;0.5915425
